ID,calorie,water,carbohydrate,fiber,sugar,protein,fat,sfat,cholesterol,sodium,potassium,calcium,vit_A,vit_C,vit_D,vit_E,vit_K,vit_B6,vit_B12,thiamin,riboflavin,niacin,iron,folat,pantotenik,fosfor,magnesium,cinko,copper,selenium,manganese,Class
1838,21,925.100.000,3.39,2.7,68.999.999,2.72,0.22,114,0,8.0,438.0,43.0,1600.0,1,0.0,0.96,108,196,0,68,136,0.85,3.2,25,42,79,38,0.2,133,0.9,355,Bitkisel
1839,159,74.03,12.35,1.9,953.999.999,0.88,11.78,1.909,8,221.0,153.0,34.0,996.0,13.7,0.0,0.8,79,119,0,29,58,281,0.3,25,258,25,10,0.18,18,1.9,148,Mix
1840,28,90.69,5.24,0,0,2.98,0.35,54,0,27.0,325.0,48.0,16000.0,93.2,0.0,0,0,159,0,65,119,638,0.88,71,535,66,25,0.4,45,3,229,Bitkisel
1841,354,46.99,15.23,9,6.23,3.33,33.49,29.698,0,20.0,356.0,14.0,0.0,3.3,0.0,0.24,0.2,54,0,66,0.02,0.54,2.43,26,0.3,113,32,1.1,435,10.1,1.5,Bitkisel
1842,422.23,12.73,654.300.000,0,44.08,5,16.3,0,0,172.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1843,302,14.97,79.52,4,59.19,3.39,0.46,151,0,12.0,746.0,53.0,0.0,3.2,0.0,0.12,3.5,323,0,8,191,1.142,1.79,3,0.14,115,35,0.32,363,0.7,308,Bitkisel
1844,763,0,0,0,0,0,100,15.005,0,0.0,0.0,0.0,0.0,0,0.0,8.18,183.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitkisel
1845,327,40.56,35.3,3.4,27,6,17.3,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
1846,97.94,79.86,12.65,0.27,1.18,3.12,3.88,1.2,7.35,60.0,55.0,10.0,2.0,0,0.0,0.05,2,0.03,0,0.03,39,0.11,0.3,0,0.1,30,10,0.02,0.05,2,0.1,Mix
1847,543,2.1,58,7.6,47.8,5.9,33.6,10.9,5,39.0,400.0,0.1,0.0,0,0.0,0,0,0.1,0.3,0,0,0,4.3,0,0,0,65,0,0,0,0,Bitkisel
1848,136,70.55,18.28,1.6,1.96,5.73,4.27,975,8,304.0,166.0,14.0,0.0,5.2,0.0,1,6.7,0.12,0.24,155,112,2.607,1.16,44,0,60,17,0.9,0.1,16,0,Mix
1849,64.3,87.54,5.78,1.75,1.92,1.21,4.55,0.65,0,161.0,138.62,26.92,80.97,10.98,0.0,0.95,9.9,0.07,0,0.05,0.05,0,0.49,19.61,0.08,23.95,11.22,0.17,0.05,0.35,0.18,Bitkisel
1850,174.36,71.85,9.88,1.38,1.41,2.7,14.18,02.08,40.15,270.28,259.89,20.68,4996.88,14.16,8.85,5.54,12.67,0.19,0.1,0.05,0.08,0,0.75,21.9,0.35,56.91,17.69,0.37,0.08,4.1,0.13,Bitkisel
1851,78.49,78.66,20.48,01.06,17.86,0.4,0.08,0,0,3.32,114.87,21.43,292.09,0.23,0.0,0.16,2.9,0.02,0,0,0.01,0.2,0.27,0.89,0.03,10.87,5.98,0.06,0.04,0.19,0.06,Bitkisel
1852,900,0.2,0,0,0,0,99.8,29.8,85,0.0,0.0,0.0,0.0,0,191.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,Hayvansal
1853,247,10.58,80.59,53.1,2.17,3.99,1.24,345,0,10.0,431.0,1002.0,295.0,3.8,0.0,2.32,31.2,158,0,22,41,1.332,8.32,6,358,64,60,1.83,339,3.1,17.466,Bitkisel
1854,718,1.61,13.38,8,4.14,7.79,76.08,11.947,0,4.0,363.0,70.0,0.0,0.7,0.0,57.000.000,0,359,0,0.71,8.700.000,2.274,2.65,10,603,198,118,1.29,57.000.000,11.7,3.036,Bitkisel
1855,503,8.16,57.4,3.7,1.8,7.2,26.3,11.2,0,818.0,143.0,137.0,0.0,0,0.0,7.17,6.2,166,0,47,77,835,1.19,8,0,192,71,1.28,0.1,7.5,0,Bitkisel
1856,177.24,56.82,22.49,02.08,03.03,15.34,2.66,0.64,23.43,618.54,254.77,69.5,21991.7,3.63,0.0,0.22,34.11,0.27,0.13,0.24,0.18,3.38,1.86,44.9,0.4,179.77,45.64,0.79,0.08,33.37,0.55,Mix
1857,40.77,91.88,2.87,0.45,1.76,1.42,2.76,01.01,4.9,135.74,101.66,36.62,604.18,06.02,9.58,0.21,1.58,0.04,0.11,0.03,0.05,0,0.18,8.35,0.12,32.72,8.62,0.17,0.03,01.03,0.07,Bitkisel
1858,214,61.33,0,0,0,26.62,11.1,4.375,88,61.0,300.0,13.0,9.0,0,2.0,0.12,1.1,347,2.49,37,171,5.228,2.89,6,626,193,21,6.65,79,21.6,0.01,Hayvansal
1859,407,18.26,60.7,4.9,29.5,7,12.9,7.4,0,0.0,0.0,1375.0,0.0,0,200.0,0,0,1,0,0,1,12.7,13.3,150,5.1,0,0,0,0,0,0,Bitkisel
1860,115.37,68.66,21.47,04.04,1.96,6.26,1.15,0.31,8.76,561.38,324.91,29.79,6483.44,23.48,0.39,0.79,28.78,0.23,0.39,0.09,0.06,0,1.31,19.4,0.39,113.62,49.49,1.58,0.12,04.06,0.77,Hayvansal
1861,75,79.39,17.71,3,12.87,1.57,0.68,233,0,7.0,287.0,10.0,5.0,12.6,0.0,0.27,0,257,0,101,131,644,0.27,23,345,26,17,0.16,6.900.000,0,93,Bitkisel
1862,357,3.76,840.999.999,3.3,9.5,7.5,0.4,116,0,729.0,168.0,5.0,481.0,21,3.6,0.12,0,1.79,5,1.34,1.52,17.9,28.9,357,0,102,39,1,198,830.000.000,0,Bitkisel
1863,136.51,66.53,19.33,4.7,1.62,9.41,2.82,1.19,10.66,155.42,614.79,80.12,395.07,4.59,1.4,0.4,2.82,0.18,0.26,0.14,0.07,0,3.35,113.45,0.31,117.34,59.56,1.7,0.31,6.64,0.54,Hayvansal
1864,258,57.48,0,0,0,25.55,16.48,6.89,93,66.0,313.0,11.0,0.0,0,2.0,0.15,4.2,0.15,2.59,0.1,0.27,6.59,1.98,20,0.68,191,24,4.4,115,27.2,24,Hayvansal
1865,113.57,77.59,7,1.36,2.63,6.35,6.76,2.63,24.86,498.82,216.69,37.27,2991.46,9.21,12.6,0.47,2.41,0.18,0.66,0.06,0.11,0,0.67,9.64,0.25,80.64,14.69,1.33,0.05,5.71,0.07,Hayvansal
1866,222,62.28,3.5,0.1,1.12,17.5,15,5.783,76,1107.0,216.0,40.0,6.0,0,24.0,0.24,1.3,427,0.99,426,303,3.979,1.25,10,1.074,266,22,2.32,0.19,26.4,0.02,Hayvansal
1867,442.67,25.47,28.48,5.72,21.16,8.82,35.85,2.63,0,0.41,401.61,70.59,2.48,3.72,0.0,8.87,8.38,0.33,0,0.38,0.07,0,2.78,66.68,0.54,171.12,96.18,1.45,01.02,1.53,3.64,Bitkisel
1868,79.66,85.9,05.08,2.18,1.95,1.54,6.57,0.81,0,93.76,258.02,25.0,4320.07,14.39,0.0,1.14,12.53,0.1,0.02,0.03,0.05,0.72,0.33,26.91,0.38,36.72,14.71,0.29,0.07,0.3,0.1,Bitkisel
1869,234,59.84,20.26,1.6,1.57,3.7,15.63,2.362,38,13.0,166.0,21.0,13.0,14.8,0.2,1.93,28.8,101,0.06,168,169,1.558,1.38,42,0,61,14,0.39,89,10.1,0,Mix
1870,148,72.36,0,0,0,19.66,7.66,2.024,69,58.0,237.0,19.0,66.0,0,14.0,0.09,0,56.400.000,1,66,156,6.733,01.09,7,993,200,23,2.35,96,21.9,8,Hayvansal
1871,258.99,42.67,38.05,1.86,3.18,10.35,7.21,3.99,54.03,325.55,189.06,166.97,1381.04,10.96,17.53,1.65,132.74,0.11,0.23,0.48,0.36,3.1,3.73,121.34,0.7,169.9,27.03,1.12,0.08,18.03,0.35,Bitkisel
1872,78,77.8,17.21,3.3,0,2.86,0.1,26,0,14.0,407.0,45.0,0.0,5.2,0.0,0,0,239,0,32,36,1.222,06.07,10,361,54,30,0.44,878,0.3,1.338,Bitkisel
1873,168,68.13,19.03,0,11.67,3.19,8.74,5.335,31,100.0,153.0,104.0,0.0,0,0.0,0.32,0,0.03,0.36,0,0.18,0.09,0.42,Mikrogram,0.62,97,12,0.67,0.19,3.2,61,Hayvansal
1874,26,915.400.000,6.19,1,3.52,0.91,0.19,26,0,221.0,207.0,34.0,172.0,7.9,0.0,0.83,2.4,17,0,46,35,714,1.33,5,114,20,12,0.17,112,60.000.000,59,Bitkisel
1875,457,36.56,15.58,0,15.95,0.77,44.81,5.648,0,836.0,67.0,24.0,464.0,3.6,0.0,5,121.4,0,0.14,19,53,188,0.8,0,0,19,5,0.29,0,0,21,Bitkisel
1876,154.2,64.53,18.47,1.98,2.94,11.04,4.11,1.53,30.42,510.79,238.21,57.23,16605.35,8.95,3.09,0.39,15.57,0.2,0.75,0.16,0.15,1.97,2.1,37.71,0.3,128.12,27.41,02.06,0.09,16.46,0.47,Mix
1877,535,2.66,53.7,6.3,43.7,7.9,34.9,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
1878,40.34,91.54,4.18,1.18,2.63,0.89,2.58,0.36,0,116.2,230.68,11.46,206.24,13.38,0.0,0.86,09.04,0.09,0,0.04,0.02,0.58,0.28,14.42,0.1,24.36,10.82,0.17,0.06,0.12,0.12,Bitkisel
1879,162,69.63,0,0,0,22.86,7.17,1.388,84,63.0,427.0,52.0,32.0,1.6,0.0,0,0,219,1.47,0.14,7.000.000,2.1,1.59,17,0.87,531,38,1.9,73,16.2,0.05,Hayvansal
1880,103.11,82.89,4.63,0.32,04.03,3.3,8.17,1.65,10.71,122.37,172.41,90.82,727.21,46.03,30.38,01.09,3.56,0.1,0.5,0.04,0.19,0.27,0.15,09.02,0.24,78.89,11.39,0.3,0.03,1.26,0.04,Bitkisel
1881,24,928.499.999,05.06,2.8,1.88,0.62,0.48,0,0,242.0,172.0,13.0,0.0,8,0.0,0.14,4.7,117,0,26,0.04,417,0.22,18,0,29,12,0.31,0.11,0.3,0,Bitkisel
1882,61,88.13,4.8,0,05.05,3.15,3.25,1.865,10,43.0,132.0,113.0,162.0,0,51.0,7.000.000,0.3,36,0.45,46,169,89,0.03,5,373,84,10,0.37,25,3.7,4,Hayvansal
1883,331.73,34.46,31.09,7.19,19.69,10.06,21.59,2.14,47.29,146.65,622.34,208.45,523.78,2.63,15.61,8.33,5.35,0.17,0.16,0.13,0.39,1.64,2.73,37.24,0.6,236.56,109.85,1.48,0.61,5.47,1.48,Bitkisel
1884,63.85,83.88,6.32,2.94,0,04.07,1.83,1.13,7.55,49.74,249.91,125.73,96.23,0.94,37.74,0,0,0.04,0.36,0.04,0.16,0,0.28,4.72,0.32,105.89,24.98,0.4,0.01,2.85,0,Mix
1885,25,92.3,5.88,3,3.53,0.98,0.18,34,0,2.0,229.0,9.0,23.0,2.2,0.0,0.3,3.5,8.400.000,0,39,37,649,0.23,22,281,24,14,0.16,81,0.3,232,Bitkisel
1886,316,51.57,0,0,0,25.17,23.08,9.83,100,77.0,327.0,20.0,0.0,0,2.0,0.13,4.8,0.13,2.47,0.1,0.25,7.1,1.81,18,0.64,196,24,3.48,0.13,27.4,22,Hayvansal
1887,241,30.89,62.64,7.3,53.44,3.39,0.51,17,0,10.0,1162.0,55.0,3604.0,1,0.0,4.33,3.1,143,0,15,74,2.589,2.66,10,516,71,32,0.39,343,2.2,235,Bitkisel
1888,36,895.400.000,8.24,1.1,6.7,01.09,0.24,0.03,0,125.0,180.0,15.0,0.0,24.4,0.0,0.4,7.6,8.699.999,0,0.05,37,426,0.48,9,0,26,10,0.1,7.199.999,0.6,0,Bitkisel
1889,38,890.999.999,961.999.999,1,0,0.76,0.04,0,0,1.0,216.0,4.0,8.0,61,0.0,0,0,36,0,34,27,0.22,0.11,Mikrogram,0,17,6,0.08,48,0,17,Bitkisel
1890,50,884.300.000,938.000.000,0.4,8.75,0.63,1.25,0,0,71.0,75.0,188.0,62.0,0,1.0,2.81,0,6,0.63,22,177,103,0.53,1,0,19,12,0.63,67,0.2,0,Bitkisel
1891,30,91.45,7.55,0.4,6.2,0.61,0.15,16,0,1.0,112.0,7.0,569.0,8.1,0.0,0.05,0.1,45,0,33,21,178,0.24,3,221,11,10,0.1,42,0.4,38,Bitkisel
1892,631,24.2,3.4,0,0,0.1,70.2,18.2,0,658.0,24.0,6.0,0.0,0,0.0,0,0,0,0,0.01,0.02,0.13,0.2,Mikrogram,0,3,0,0,0,1.6,0,Bitkisel
1893,425,20.98,46.11,1.3,24.79,6.54,24.7,3.934,66,500.0,120.0,88.0,28.0,0.1,0.4,1.71,11.9,108,0.15,181,0.19,1.443,1.59,57,0,222,29,81.000.000,268,7.4,0,Mix
1894,4,983.499.999,0.7,0,0,0.25,0.08,0,0,52.0,3.0,13.0,0.0,0,0.0,0,0,833,2.5,25,1.417,8.333,0.02,0,0,0,3,0,5,0.2,0,Mix
1895,367,930.000.000,76.67,3.34,43.34,10,3.34,2.1,100,100.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,Bitkisel
1896,348.87,29.05,49.15,1.92,2.86,7.51,13.34,02.05,26.19,168.23,104.42,43.04,111.56,0.17,11.61,4.75,0.81,0.07,0.1,0.57,0.36,3.86,2.96,131.93,0.5,100.02,19.03,0.66,0.12,22.04,0.42,Bitkisel
1897,582,1.2,24.07,9,2.73,19.33,49.8,5.219,0,655.0,850.0,70.0,9.0,1.4,0.0,26.1,2.7,804,0,106,246,7.042,3.8,237,7.042,1155,129,5.29,1.83,79.3,2.11,Bitkisel
1898,26,91.87,6.11,1.2,3.19,0.92,0.2,29,0,238.0,166.0,9.0,468.0,744.000.000,0.0,0.5,980.000.000,233,0,59,0.03,477,0.46,16,79,18,10,0.12,65,0.3,115,Bitkisel
1899,535,8.26,52.2,4,3,5.9,32.7,15.1,0,927.0,1196.0,21.0,0.0,21.6,0.0,10.45,22.1,531,0,213,8.799.999,4.762,1.28,29,0,153,63,01.09,234,2.5,0,Mix
1900,58,854.599.999,13.61,2.8,9.59,0.44,0.19,0,0,1.0,120.0,5.0,100.0,0,0.0,0.18,3.2,37,0,19,25,126,0.15,3,56,12,5,0.04,31,0.1,44,Bitkisel
1901,20,93.69,4.9,1.1,02.08,0.72,7.000.000,37,0,1.0,230.0,15.0,5755.0,4.7,0.0,0.8,0.8,44,0,31,78,413,57.000.000,9,201,30,9,0.23,91,0.2,89,Bitkisel
1902,148.42,65.11,26.82,1.39,1.82,04.02,2.74,0.42,0,165.36,231.34,20.99,201.12,3.25,0.0,1.11,1.99,0.16,0,0.15,0.05,0.22,1.39,17.97,0.36,183.37,53.49,1.5,0.21,31.16,01.07,Bitkisel
1903,209,63.69,16.24,0.6,15.22,4.31,14.97,8.714,120,38.0,145.0,99.0,152.0,0.2,1.5,0.47,1.5,57,0.35,38,219,0.14,56.000.000,15,0,115,20,0.66,78,7.5,0,Mix
1904,35,912.099.999,8.75,0,8.75,7,0,0,0,9.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0,15,0.11,0,0,0,1,0.04,1,0,2,Mix
1905,281,55.85,0,0,0,22.25,20.61,864.000.000,92,66.0,246.0,21.0,0.0,0,0.0,0.14,0,0.11,2.67,0.09,0.23,5.91,1.92,21,68.999.999,183,22,5.58,106,25.2,22,Hayvansal
1906,337.54,28.25,41.18,4.51,33.75,11.38,14.06,5.51,22.55,484.63,287.2,28.62,80040.7,2.88,6.29,1.37,3.77,0.16,0.02,0.17,0.14,0,1.75,5.23,0.01,144.11,29.23,1.79,0.02,0.44,0.1,Mix
1907,45,86.5,9.18,4.6,0.84,3.11,0.5,119,0,53.0,264.0,21.0,11.0,5,0.0,0.16,12.6,8.700.000,0,62,158,915,56.000.000,119,0.2,61,31,0.36,61,0.2,273,Bitkisel
1908,296,16.57,78.47,6.8,52.2,2.52,0.54,178,0,28.0,825.0,28.0,0.0,5.4,0.0,0,0,188,0,112,182,1.114,2.59,3,45,75,30,0.18,302,60.000.000,267,Bitkisel
1909,245.74,58.64,14.57,0.42,0.53,9.52,16.23,6.25,147.98,207.49,114.47,10.83,3533.29,1.83,4.52,1.15,0.43,0.17,18.2,0.14,0.98,3.94,2.87,47.9,1.19,139.62,14.24,2.26,1.69,30.99,0.33,Hayvansal
1910,47,88.05,11.28,0,10.93,0.47,0,0,0,77.0,2.0,0.0,0.0,0,0.0,0,0,01.01,2.57,0.04,81.000.000,10.16,0.04,0,0,0,0,0.01,2,0,0,Mix
1911,372,50.8,0,0,0,14.52,34.39,15.16,76,56.0,190.0,15.0,0.0,0,0.0,0.18,0,0.11,02.09,0.1,0.19,06.09,1.39,14,0.62,137,18,2.71,89,16.8,16,Hayvansal
1912,20,93.89,4.64,1.7,2.4,0.86,0.17,58,0,3.0,175.0,10.0,370.0,804.000.000,0.0,0.37,7.4,224,0,57,28,0.48,0.34,10,99,20,10,0.13,66,0,122,Bitkisel
1913,240.79,55.61,15.63,0.79,0.99,14.62,12.92,3.26,83.04,252.65,200.5,33.14,122.34,0.9,11.07,2.77,1.54,0.23,1.21,0.17,0.19,3.51,2.27,38.45,0.6,138.17,18.87,03.08,0.09,17.94,0.22,Hayvansal
1914,150,69.02,15.98,2,0.75,6.64,7.39,4.026,26,246.0,89.0,41.0,62.0,0.1,8.0,0.28,0.8,96,0.12,91,96,2.46,01.01,12,0,109,32,0.96,0.13,22.1,0,Hayvansal
1915,167.17,67.02,20.02,1.19,1.49,04.07,7.82,1.38,8.89,263.0,143.09,136.07,75.94,0.53,0.0,0.69,9.24,0.1,0,0.1,0.06,0,0.64,9.68,0.2,65.4,11.49,0.26,0.05,6.76,0.15,Mix
1916,71,812.399.999,17.45,1,16.45,0.61,0.03,3,0,4.0,276.0,12.0,3.0,4.1,0.0,0.12,3.4,218,0,16,7.000.000,785,1.18,0,107,25,14,0.21,68,60.000.000,151,Bitkisel
1917,131,681.500.000,27.76,0,0,2,1.38,0.26,0,27.0,715.0,46.0,17.0,26.7,0.0,0,0,233,0,148,104,731,1.73,38,316,99,54,0.25,472,0,854,Bitkisel
1918,113.88,74.77,14.96,1.27,1.68,4.18,4.15,1.43,8.96,591.01,159.7,17.21,6014.51,14.52,0.25,0.49,28.61,0.08,0.28,0.17,0.1,0,1.18,42.03,0.21,50.5,12.58,0.64,0.06,7.65,0.19,Mix
1919,177,64.87,20.12,4,0.27,4.86,8.59,1.141,0,242.0,173.0,49.0,5.0,7.9,0.0,0.75,3,399,0,89,52,399,1.56,59,287,110,29,01.09,224,2.4,56.699.999,Bitkisel
1920,253,54.8,0,0,0,31.06,13.3,5.16,106,71.0,263.0,13.0,0.0,0,9.0,0.14,1.7,0.29,2.47,0.08,0.28,2.67,3.68,6,0.35,235,23,10.27,148,26.7,18,Hayvansal
1921,63,84.41,10.78,0,10.75,3.17,0.92,594,5,44.0,141.0,118.0,54.0,0,44.0,0.01,0.1,35,0.44,19,0.18,92,0.06,5,0,89,10,0.39,899.999,3.1,0,Hayvansal
1922,255,53.22,9.85,0.6,0.88,20.9,14.18,2.439,79,399.0,177.0,59.0,66.0,0,0.7,1.98,11.4,337,1.26,132,0.14,3.324,1.56,15,0,220,49,68.999.999,7.000.000,37.5,0,Hayvansal
1923,39,924.599.999,3.33,0.3,0.2,0.66,2.59,472,0,340.0,31.0,7.0,4.0,0,4.0,0.24,9.6,7,0,6,8,169,0.09,1,7.199.999,12,2,0.06,16,1.4,18,Mix
1924,150.12,68.67,19.83,0.7,12.39,4,6.68,1.4,5.96,40.62,170.92,105.22,52.66,01.07,29.82,0.09,0.43,0.09,0.28,0.06,0.14,0.18,0.4,12.67,0.3,107.07,23.5,0.67,0.16,2.27,0.35,Mix
1925,174,65.78,0,0,0,26.29,6.8,2.976,88,65.0,347.0,7.0,9.0,0,2.0,0.12,1.3,412,2.47,42,176,5.939,2.83,7,658,206,22,6.43,96,21.5,14,Hayvansal
1926,406,28.32,0,0,0,46.06,23.18,5.23,154,230.0,838.0,148.0,72.0,1.4,432.0,2.74,0.2,696,26.28,224,598,824.799.999,2.82,24,0,606,82,2.54,236,935.999.999,0,Hayvansal
1927,112.75,77.48,13.53,0,13.24,3.44,5.1,3.24,14.4,55.88,112.0,93.0,142.0,0,41.0,7.000.000,0.25,0.03,0.35,0.04,0.15,0.08,0.02,4,0.36,74,8,0.3,0.02,3,3,Mix
1928,69,86.39,4.24,0,4.28,4.53,3.8,117,10,53.0,191.0,132.0,30.0,0,44.0,0.01,0,63,0.75,23,278,208,0.03,7,331,110,13,0.4,17,1.7,900.000,Hayvansal
1929,111,72.66,0,0,0,24.22,0.87,148,49,366.0,277.0,72.0,22.0,3.6,124.0,0.25,0.1,118,2.14,58,7.099.999,2.458,68.999.999,15,0,249,35,0.84,64,15.8,0,Hayvansal
1930,503,5.46,645.999.999,2.4,31,5.7,24.2,11.8,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1931,97,72.5,25,10.6,0,1.5,0.2,24,0,3.0,212.0,161.0,420.0,136,0.0,0.25,0,176,0,0.12,0.09,0.9,0.8,30,0.49,21,22,0.25,92,1,0,Bitkisel
1932,4.7,984.300.000,1.176,0,0,0,0,0,0,2.0,49.0,2.0,0.0,0,0.0,0.01,0.1,1,0,14,76,191,0.01,2,254,3,3,0.02,2,0,23,Bitkisel
1933,419,13.86,65,12,17,10,10,2.9,0,500.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1934,385,13.36,69.7,8.5,22.6,10.6,5.2,0.9,0,0.0,0.0,548.0,0.0,0,0.0,0,0,0,0,0,1.23,14,14.5,Mikrogram,5.1,0,0,0,0,0,0,Mix
1935,432.92,24.26,43.58,1.46,2.44,5.78,26.07,3.92,0,24.02,63.53,8.77,0.0,0,0.0,9.99,1.47,0.02,0,0.42,0.27,0,2.51,99.03,0.24,64.93,12.12,0.38,0.08,18.34,0.37,Mix
1936,484,8.76,62.4,2.9,29.8,6.1,22.7,12.9,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
1937,333,16.62,66.67,6.7,02.08,13.33,1.67,0,0,1.0,390.0,0.0,312.0,0,0.0,0,0,0.49,0,0.5,0.45,4,4.59,0,0,415,0,15,0,27,4.4,Bitkisel
1938,538,5.36,54.4,0,49.6,7.7,32.5,12.9,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
1939,111,71.8,19.49,6.2,2.48,5.96,1.36,112,0,5.0,456.0,41.0,50.0,28.1,0.0,0.32,19.8,53,0,0.35,166,2.153,1.57,100,0.63,118,40,0.82,105,1.2,451,Mix
1940,44,87.59,10.55,1.7,7.89,01.06,0.32,25,0,0.0,201.0,6.0,332.0,5.4,0.0,0.77,2.2,25,0,34,27,1.125,0.28,5,185,26,9,0.17,8.600.000,0,54,Bitkisel
1941,101,739.300.000,21.34,1.8,0.73,3.99,0.34,49,0,3.0,101.0,3.0,3.0,0,0.0,0.24,0.5,135,0,52,8.700.000,1.287,60.000.000,26,154,82,32,1.34,121,0.8,282,Bitkisel
1942,0,993.499.999,0.14,0,0,0,0,0,0,42.0,10.0,0.0,0.0,0,0.0,0,0,83,0.25,0,0,833,0,0,0,0,0,0,0,0,0,Mix
1943,418,20.39,53,2,30,4.7,21,11,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
1944,173,62.99,26.79,0.9,5.65,3.54,5.74,3.61,16,75.0,196.0,121.0,74.0,0.7,0.1,0.3,3.6,42,0.38,44,0.18,111,0.48,5,0,106,15,0.4,18,2.9,0,Bitkisel
1945,353,3.19,744.599.999,0,744.599.999,12.93,01.07,68.400.000,6,1079.0,2080.0,796.0,30.0,1.5,0.0,0.02,0.1,584,2.37,519,2.208,1.258,0.88,12,5.62,932,176,1.97,7.000.000,27.2,899.999,Mix
1946,244,56.14,985.999.999,0.6,0.88,19.51,13.56,2.602,77,387.0,345.0,65.0,42.0,0.8,1.5,1.98,11.4,357,0.29,167,155,5.255,1.71,20,0,230,32,0.76,8.599.999,37.5,0,Hayvansal
1947,424,5.6,754.000.000,0.2,0,7.6,10,1.048,0,319.0,156.0,32.0,0.0,5.5,0.0,3.86,0.5,0.04,7.000.000,499,429,5.739,3,35,531,116,22,0.53,74,17.2,0,Mix
1948,24,934.300.000,05.09,2.8,0,0.62,0.48,8.600.000,0,1.0,173.0,13.0,47.0,8,0.0,0,0,118,0,26,0.04,0.42,0.22,18,408,29,12,0.31,0.11,0.3,169,Bitkisel
1949,70,84.63,0,0,0,12.41,1.93,441,45,81.0,160.0,21.0,10.0,0,2.8,0.63,0.1,98,1.13,22,0.02,01.04,0.18,5,0,252,18,0.32,19,26.6,0,Hayvansal
1950,292,12.25,65.61,25.9,36.83,4.7,0.8,0.4,0,5.0,990.0,311.0,0.0,0,0.0,0,0,0,0,0,0,0,2.2,0,0,210,120,1.5,0,2.6,0,Bitkisel
1951,56,84.63,14.41,2.8,11.61,0.28,0.42,68,0,1.0,93.0,5.0,40.0,0.3,0.0,0.05,0.7,46,0,17,11,61,0.17,1,46,8,3,0.04,46,0.3,142,Bitkisel
1952,286,44.59,23.71,2.8,4.49,14.57,14.81,6.842,45,602.0,178.0,93.0,0.0,0.2,0.0,0.1,5.7,0.09,0,303,0.24,3.4,2.5,Mikrogram,0.23,143,24,2.4,0.11,24.4,0.29,Mix
1953,43,874.300.000,7.5,0,7.5,3.86,0.18,116,2,59.0,177.0,143.0,6.0,1.1,0.0,0,0,37,0.43,34,162,8.600.000,0.12,8,0,109,13,0.67,79,3.1,0,Hayvansal
1954,217,35.08,50.3,6.4,0.96,10.8,0.88,0.51,0,264.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1955,195.38,63.45,17.03,1.98,1.99,6.93,11.26,1.53,49.73,230.33,135.88,89.85,6605.59,22.05,10.96,3.17,14.69,0.11,0.26,0.21,0.19,1.47,1.38,55.76,0.55,109.14,15.66,0.72,0.06,10.53,0.24,Bitkisel
1956,42,85.66,6.7,3.7,03.01,4.98,0.74,151,0,3.0,648.0,107.0,4825.0,52,0.0,02.02,108.6,146,0,209,456,1.513,2.25,126,8.400.000,60,45,0.41,0.27,0.9,714,Bitkisel
1957,40.25,89.13,7.79,2.11,2.84,1.28,0.81,0.12,0,114.4,263.27,16.21,256.25,18.47,0.0,0.39,05.05,0.15,0,0.05,0.04,0,0.5,21.78,0.24,34.51,17.9,0.24,0.08,0.32,0.2,Bitkisel
1958,21,92.5,5.1,1.3,3.12,0.9,0.1,0.01,0,1173.0,187.0,7.0,721.0,68,0.0,68.999.999,869.999.999,153,0,0.02,0.05,0.8,0.5,10,34,17,14,0.17,101,0.3,138,Bitkisel
1959,180,60.9,23.37,3.7,2.1,07.03,6.8,2.733,12,451.0,204.0,90.0,45.0,1.3,0.1,0.28,6.1,97,0.27,213,223,02.09,1.82,45,0,131,23,0.88,106,10.7,0,Mix
1960,366,7.7,804.000.000,2.1,71.42,2.2,930.000.000,5.46,0,26.0,168.0,17.0,0.0,0,0.0,0.13,2.1,0.01,0,26,58,575,1.56,3,0,95,63,0.45,0.43,1.6,0,Mix
